split,quality_gate,shuffle_id,seed,n_galaxies,mean_shuffled_minus_wrong,shuffled_beats_wrong_fraction,shuffled_rank1_fraction,observed_mean_minus_wrong,observed_beats_wrong_fraction,observed_rank1_fraction
holdout,all,0,20260602,44,2.3767683846320113,0.7045454545454546,0.13636363636363635,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,1,20260602,44,-3.7607509237573526,0.7272727272727273,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,2,20260602,44,-1.8151409811087158,0.7045454545454546,0.36363636363636365,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,3,20260602,44,2.4546742424037746,0.7272727272727273,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,4,20260602,44,0.1863881998976108,0.6363636363636364,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,5,20260602,44,-0.4446275919853623,0.6590909090909091,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,6,20260602,44,-5.970601148584304,0.7045454545454546,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,7,20260602,44,-2.7884917590377416,0.7954545454545454,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,8,20260602,44,-6.13185571375574,0.75,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,9,20260602,44,-3.8955415767742307,0.7727272727272727,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,10,20260602,44,-3.7197437667905144,0.7272727272727273,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,11,20260602,44,-7.721487810541951,0.7727272727272727,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,12,20260602,44,2.7311005402704556,0.6818181818181818,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,13,20260602,44,1.5853206779321156,0.6590909090909091,0.1590909090909091,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,14,20260602,44,1.6190765882774985,0.6818181818181818,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,15,20260602,44,-1.982698932093118,0.7954545454545454,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,16,20260602,44,-4.718411161151098,0.7272727272727273,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,17,20260602,44,-1.6438298081318763,0.75,0.1590909090909091,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,18,20260602,44,-1.2773293900228984,0.6590909090909091,0.1590909090909091,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,19,20260602,44,5.695989935902732,0.7045454545454546,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,20,20260602,44,-3.8786089261412857,0.6818181818181818,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,21,20260602,44,-3.4819430020970925,0.75,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,22,20260602,44,-4.510174359139928,0.6818181818181818,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,23,20260602,44,-1.300333034536545,0.7727272727272727,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,24,20260602,44,0.8557949713516021,0.6363636363636364,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,25,20260602,44,0.2758210055417754,0.6818181818181818,0.11363636363636363,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,26,20260602,44,-1.813575317866822,0.75,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,27,20260602,44,-6.358672526474231,0.7272727272727273,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,28,20260602,44,-4.720764332448198,0.7727272727272727,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,29,20260602,44,-8.911431804239157,0.7727272727272727,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,30,20260602,44,-3.6079284797555258,0.7045454545454546,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,31,20260602,44,-2.591959307098851,0.7045454545454546,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,32,20260602,44,-4.256515050272209,0.7272727272727273,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,33,20260602,44,-5.598778225986974,0.7727272727272727,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,34,20260602,44,-1.6059036541471934,0.75,0.3181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,35,20260602,44,-5.027803464516389,0.7045454545454546,0.3181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,36,20260602,44,-2.4057441963909025,0.7727272727272727,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,37,20260602,44,-5.747688108705915,0.7954545454545454,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,38,20260602,44,-3.0196310009709793,0.7727272727272727,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,39,20260602,44,-2.780665541218622,0.7272727272727273,0.3409090909090909,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,40,20260602,44,-5.87204143157406,0.7954545454545454,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,41,20260602,44,-8.892896094774782,0.7727272727272727,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,42,20260602,44,-5.671252389292804,0.6590909090909091,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,43,20260602,44,2.1805219805723812,0.6818181818181818,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,44,20260602,44,0.15892923033704195,0.6818181818181818,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,45,20260602,44,-5.69888206116808,0.7727272727272727,0.3181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,46,20260602,44,-4.340945886723759,0.7727272727272727,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,47,20260602,44,-5.494908154733249,0.7045454545454546,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,48,20260602,44,-9.384692627701462,0.8409090909090909,0.25,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,49,20260602,44,-2.2071580126185,0.6818181818181818,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,50,20260602,44,-0.13352914244728498,0.7045454545454546,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,51,20260602,44,-1.0263149948086683,0.7045454545454546,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,52,20260602,44,-7.502280272115827,0.7727272727272727,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,53,20260602,44,-5.239535133930172,0.7727272727272727,0.3409090909090909,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,54,20260602,44,-6.050928054007889,0.6818181818181818,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,55,20260602,44,-0.23021860640618544,0.7272727272727273,0.1590909090909091,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,56,20260602,44,-6.687709331969547,0.7272727272727273,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,57,20260602,44,-1.7858163061774384,0.75,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,58,20260602,44,-4.623914821227974,0.7045454545454546,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,59,20260602,44,2.1909119761406073,0.7272727272727273,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,60,20260602,44,1.4315649616211867,0.6818181818181818,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,61,20260602,44,-3.811008272554287,0.6590909090909091,0.20454545454545456,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,62,20260602,44,-6.6990482494515415,0.7045454545454546,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,63,20260602,44,-3.115744332960686,0.7272727272727273,0.1590909090909091,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,64,20260602,44,-6.914507462039464,0.7727272727272727,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,65,20260602,44,-5.865717572118308,0.7045454545454546,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,66,20260602,44,0.588872269834681,0.6590909090909091,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,67,20260602,44,-1.9068028685229037,0.6363636363636364,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,68,20260602,44,-6.164667359844379,0.6818181818181818,0.29545454545454547,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,69,20260602,44,0.4517038100547212,0.7045454545454546,0.13636363636363635,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,70,20260602,44,-6.8287259744439215,0.75,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,71,20260602,44,-6.746613827102579,0.75,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,72,20260602,44,-0.32120999637010733,0.7272727272727273,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,73,20260602,44,-6.033672026557838,0.6818181818181818,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,74,20260602,44,-5.730993481191701,0.7272727272727273,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,75,20260602,44,-4.195118137648977,0.7272727272727273,0.18181818181818182,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,76,20260602,44,-0.08040598030985051,0.6818181818181818,0.22727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
holdout,all,77,20260602,44,-7.80790345742607,0.7272727272727273,0.2727272727272727,-8.554211380757708,0.8181818181818182,0.2727272727272727
