split,shuffle_id,seed,n_galaxies,mean_shuffled_minus_wrong,shuffled_beats_wrong_fraction,shuffled_rank1_fraction,observed_mean_minus_wrong,observed_beats_wrong_fraction,observed_rank1_fraction
holdout,0,2718,44,0.13029721695901328,0.45454545454545453,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,1,2718,44,-0.23993621721430794,0.5681818181818182,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,2,2718,44,0.03659380198533155,0.5,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,3,2718,44,-0.04413266544191255,0.5227272727272727,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,4,2718,44,0.3449328786188042,0.4772727272727273,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,5,2718,44,0.13840368640400538,0.5227272727272727,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,6,2718,44,0.1471636452228857,0.5227272727272727,0.20454545454545456,0.0015005918291886326,0.5,0.29545454545454547
holdout,7,2718,44,0.1301677559008704,0.4772727272727273,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,8,2718,44,-0.0924046209444953,0.5454545454545454,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,9,2718,44,0.3749526121514982,0.36363636363636365,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,10,2718,44,-0.52646683223702,0.6363636363636364,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,11,2718,44,0.12631555086666194,0.5454545454545454,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,12,2718,44,-0.05210118297082984,0.5454545454545454,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,13,2718,44,-0.18744645910499366,0.5681818181818182,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,14,2718,44,-0.3763797961922713,0.6363636363636364,0.38636363636363635,0.0015005918291886326,0.5,0.29545454545454547
holdout,15,2718,44,0.020284314187523068,0.5227272727272727,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,16,2718,44,0.08766114722235609,0.5454545454545454,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,17,2718,44,-0.02747978004021415,0.4772727272727273,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,18,2718,44,-0.021061257418786252,0.5454545454545454,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,19,2718,44,-0.3955742579339081,0.6136363636363636,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,20,2718,44,0.07913899814340157,0.5454545454545454,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,21,2718,44,-0.5573702198481499,0.6590909090909091,0.38636363636363635,0.0015005918291886326,0.5,0.29545454545454547
holdout,22,2718,44,0.08123362760638797,0.5681818181818182,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,23,2718,44,0.1685091845057493,0.45454545454545453,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,24,2718,44,0.02102855594664702,0.5227272727272727,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,25,2718,44,0.009479875574188995,0.4772727272727273,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,26,2718,44,-0.15022291104651658,0.4772727272727273,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,27,2718,44,0.3286063164624779,0.4090909090909091,0.18181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,28,2718,44,-0.06457466442235311,0.5909090909090909,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,29,2718,44,0.004165533395566286,0.5454545454545454,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,30,2718,44,-0.0552644766363654,0.5681818181818182,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,31,2718,44,-0.08531947013530541,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,32,2718,44,-0.289105745373011,0.5681818181818182,0.4318181818181818,0.0015005918291886326,0.5,0.29545454545454547
holdout,33,2718,44,0.3885412125156531,0.45454545454545453,0.20454545454545456,0.0015005918291886326,0.5,0.29545454545454547
holdout,34,2718,44,-0.09114106462277008,0.5454545454545454,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,35,2718,44,-0.44436237982089394,0.6363636363636364,0.38636363636363635,0.0015005918291886326,0.5,0.29545454545454547
holdout,36,2718,44,0.21319373507786074,0.4090909090909091,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,37,2718,44,0.287138421251226,0.5,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,38,2718,44,-0.05708964456154595,0.5681818181818182,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,39,2718,44,0.7424333930844224,0.29545454545454547,0.11363636363636363,0.0015005918291886326,0.5,0.29545454545454547
holdout,40,2718,44,0.5145117347768505,0.3409090909090909,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,41,2718,44,-0.3603063666676441,0.5909090909090909,0.4090909090909091,0.0015005918291886326,0.5,0.29545454545454547
holdout,42,2718,44,-0.18653278879836963,0.5454545454545454,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,43,2718,44,-0.45732264757776336,0.6363636363636364,0.3409090909090909,0.0015005918291886326,0.5,0.29545454545454547
holdout,44,2718,44,-0.4316204736856825,0.6136363636363636,0.4090909090909091,0.0015005918291886326,0.5,0.29545454545454547
holdout,45,2718,44,0.021995587807180826,0.5454545454545454,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,46,2718,44,0.3949213431734322,0.45454545454545453,0.1590909090909091,0.0015005918291886326,0.5,0.29545454545454547
holdout,47,2718,44,0.27495860698703684,0.45454545454545453,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,48,2718,44,0.25998342316895157,0.45454545454545453,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,49,2718,44,0.1486621798263725,0.45454545454545453,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,50,2718,44,0.04418962189622214,0.45454545454545453,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,51,2718,44,-0.07905391807766253,0.5454545454545454,0.3409090909090909,0.0015005918291886326,0.5,0.29545454545454547
holdout,52,2718,44,0.3444453220721763,0.4090909090909091,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,53,2718,44,0.10509080817106943,0.5454545454545454,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,54,2718,44,-0.11738743180298927,0.5227272727272727,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,55,2718,44,0.05353986098452466,0.5454545454545454,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,56,2718,44,0.26048919636194323,0.4318181818181818,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,57,2718,44,0.31418655354391606,0.38636363636363635,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,58,2718,44,0.11246359682722819,0.45454545454545453,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,59,2718,44,-0.460511701601436,0.6363636363636364,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,60,2718,44,-0.29954307866119567,0.5454545454545454,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,61,2718,44,0.025738076145260226,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,62,2718,44,-0.23308291467211772,0.5909090909090909,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,63,2718,44,0.3275035347543205,0.5,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,64,2718,44,0.3595127586022588,0.4318181818181818,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,65,2718,44,-0.0815360545160188,0.5,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,66,2718,44,-0.07836225869372797,0.5454545454545454,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,67,2718,44,-0.047871091694086695,0.5227272727272727,0.3409090909090909,0.0015005918291886326,0.5,0.29545454545454547
holdout,68,2718,44,0.091736117471805,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,69,2718,44,0.3089437071089891,0.5,0.20454545454545456,0.0015005918291886326,0.5,0.29545454545454547
holdout,70,2718,44,0.11809714090095352,0.5,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,71,2718,44,-0.4119706344158121,0.5454545454545454,0.3181818181818182,0.0015005918291886326,0.5,0.29545454545454547
holdout,72,2718,44,-0.49477761165393724,0.5909090909090909,0.4318181818181818,0.0015005918291886326,0.5,0.29545454545454547
holdout,73,2718,44,0.46714220042817717,0.3409090909090909,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,74,2718,44,0.44910210442970366,0.45454545454545453,0.11363636363636363,0.0015005918291886326,0.5,0.29545454545454547
holdout,75,2718,44,-0.2346288936027889,0.5681818181818182,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,76,2718,44,-0.01817987721829075,0.5,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,77,2718,44,0.3565047555940476,0.38636363636363635,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,78,2718,44,0.07967078052115374,0.4772727272727273,0.20454545454545456,0.0015005918291886326,0.5,0.29545454545454547
holdout,79,2718,44,0.1199124632455825,0.5227272727272727,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,80,2718,44,0.043586654173132185,0.5227272727272727,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,81,2718,44,0.1355794133944048,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,82,2718,44,0.30149347688062716,0.4772727272727273,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,83,2718,44,0.23453411077583805,0.4772727272727273,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,84,2718,44,0.12154402951387516,0.5,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,85,2718,44,-0.20022782049031554,0.5681818181818182,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,86,2718,44,-0.006555954372754641,0.5,0.38636363636363635,0.0015005918291886326,0.5,0.29545454545454547
holdout,87,2718,44,-0.09559900146344552,0.5454545454545454,0.38636363636363635,0.0015005918291886326,0.5,0.29545454545454547
holdout,88,2718,44,0.07965901706008967,0.5,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,89,2718,44,-0.048632227201663096,0.5,0.3409090909090909,0.0015005918291886326,0.5,0.29545454545454547
holdout,90,2718,44,0.04048217266425879,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,91,2718,44,-0.10581248846109165,0.5681818181818182,0.36363636363636365,0.0015005918291886326,0.5,0.29545454545454547
holdout,92,2718,44,-0.06775272531027386,0.5,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,93,2718,44,0.4017706176532656,0.38636363636363635,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,94,2718,44,-0.1142553903680385,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,95,2718,44,0.2419788944115443,0.4772727272727273,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,96,2718,44,-0.24092153194660745,0.5454545454545454,0.3409090909090909,0.0015005918291886326,0.5,0.29545454545454547
holdout,97,2718,44,-0.20273230811056955,0.5454545454545454,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,98,2718,44,0.20117017564981302,0.5227272727272727,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,99,2718,44,0.0308180995789309,0.5,0.22727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,100,2718,44,-0.30049935182869153,0.5681818181818182,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,101,2718,44,0.08122252543139437,0.4772727272727273,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
holdout,102,2718,44,-0.15745995390428807,0.4772727272727273,0.29545454545454547,0.0015005918291886326,0.5,0.29545454545454547
holdout,103,2718,44,0.18644908663205612,0.45454545454545453,0.25,0.0015005918291886326,0.5,0.29545454545454547
holdout,104,2718,44,0.11710771438798999,0.5,0.2727272727272727,0.0015005918291886326,0.5,0.29545454545454547
