panel_x,panel_y,source_x,source_y,palette_class,velocity_bin_center_km_s,velocity_quantization_half_width_km_s,systemic_relation,endpoint_access
57,16,374,558,blue,166.66348022436136,10.225770022042866,approaching,False
58,16,375,558,blue,166.66348022436136,10.225770022042866,approaching,False
59,16,376,558,blue,166.66348022436136,10.225770022042866,approaching,False
66,16,383,558,blue,166.66348022436136,10.225770022042866,approaching,False
67,16,384,558,blue,166.66348022436136,10.225770022042866,approaching,False
57,17,374,559,blue,166.66348022436136,10.225770022042866,approaching,False
58,17,375,559,blue,166.66348022436136,10.225770022042866,approaching,False
59,17,376,559,blue,166.66348022436136,10.225770022042866,approaching,False
66,17,383,559,blue,166.66348022436136,10.225770022042866,approaching,False
67,17,384,559,blue,166.66348022436136,10.225770022042866,approaching,False
57,18,374,560,blue,166.66348022436136,10.225770022042866,approaching,False
58,18,375,560,blue,166.66348022436136,10.225770022042866,approaching,False
59,18,376,560,blue,166.66348022436136,10.225770022042866,approaching,False
66,18,383,560,blue,166.66348022436136,10.225770022042866,approaching,False
67,18,384,560,blue,166.66348022436136,10.225770022042866,approaching,False
68,18,385,560,blue,166.66348022436136,10.225770022042866,approaching,False
69,18,386,560,blue,166.66348022436136,10.225770022042866,approaching,False
57,19,374,561,blue,166.66348022436136,10.225770022042866,approaching,False
58,19,375,561,blue,166.66348022436136,10.225770022042866,approaching,False
59,19,376,561,blue,166.66348022436136,10.225770022042866,approaching,False
67,19,384,561,blue,166.66348022436136,10.225770022042866,approaching,False
68,19,385,561,blue,166.66348022436136,10.225770022042866,approaching,False
69,19,386,561,blue,166.66348022436136,10.225770022042866,approaching,False
46,20,363,562,purple,150.00528898008042,10.225770022042866,approaching,False
47,20,364,562,purple,150.00528898008042,10.225770022042866,approaching,False
48,20,365,562,purple,150.00528898008042,10.225770022042866,approaching,False
49,20,366,562,purple,150.00528898008042,10.225770022042866,approaching,False
50,20,367,562,purple,150.00528898008042,10.225770022042866,approaching,False
51,20,368,562,purple,150.00528898008042,10.225770022042866,approaching,False
57,20,374,562,blue,166.66348022436136,10.225770022042866,approaching,False
58,20,375,562,blue,166.66348022436136,10.225770022042866,approaching,False
59,20,376,562,blue,166.66348022436136,10.225770022042866,approaching,False
61,20,378,562,purple,150.00528898008042,10.225770022042866,approaching,False
67,20,384,562,blue,166.66348022436136,10.225770022042866,approaching,False
68,20,385,562,blue,166.66348022436136,10.225770022042866,approaching,False
69,20,386,562,blue,166.66348022436136,10.225770022042866,approaching,False
70,20,387,562,blue,166.66348022436136,10.225770022042866,approaching,False
71,20,388,562,blue,166.66348022436136,10.225770022042866,approaching,False
72,20,389,562,blue,166.66348022436136,10.225770022042866,approaching,False
73,20,390,562,blue,166.66348022436136,10.225770022042866,approaching,False
74,20,391,562,blue,166.66348022436136,10.225770022042866,approaching,False
75,20,392,562,blue,166.66348022436136,10.225770022042866,approaching,False
46,21,363,563,purple,150.00528898008042,10.225770022042866,approaching,False
47,21,364,563,purple,150.00528898008042,10.225770022042866,approaching,False
48,21,365,563,purple,150.00528898008042,10.225770022042866,approaching,False
49,21,366,563,purple,150.00528898008042,10.225770022042866,approaching,False
50,21,367,563,purple,150.00528898008042,10.225770022042866,approaching,False
51,21,368,563,purple,150.00528898008042,10.225770022042866,approaching,False
56,21,373,563,blue,166.66348022436136,10.225770022042866,approaching,False
57,21,374,563,blue,166.66348022436136,10.225770022042866,approaching,False
58,21,375,563,blue,166.66348022436136,10.225770022042866,approaching,False
59,21,376,563,blue,166.66348022436136,10.225770022042866,approaching,False
60,21,377,563,blue,166.66348022436136,10.225770022042866,approaching,False
61,21,378,563,blue,166.66348022436136,10.225770022042866,approaching,False
67,21,384,563,blue,166.66348022436136,10.225770022042866,approaching,False
69,21,386,563,light_blue,183.31851531264942,10.225770022042866,approaching,False
71,21,388,563,blue,166.66348022436136,10.225770022042866,approaching,False
72,21,389,563,blue,166.66348022436136,10.225770022042866,approaching,False
73,21,390,563,blue,166.66348022436136,10.225770022042866,approaching,False
74,21,391,563,blue,166.66348022436136,10.225770022042866,approaching,False
75,21,392,563,blue,166.66348022436136,10.225770022042866,approaching,False
77,21,394,563,light_blue,183.31851531264942,10.225770022042866,approaching,False
46,22,363,564,purple,150.00528898008042,10.225770022042866,approaching,False
47,22,364,564,purple,150.00528898008042,10.225770022042866,approaching,False
48,22,365,564,purple,150.00528898008042,10.225770022042866,approaching,False
49,22,366,564,purple,150.00528898008042,10.225770022042866,approaching,False
50,22,367,564,purple,150.00528898008042,10.225770022042866,approaching,False
51,22,368,564,purple,150.00528898008042,10.225770022042866,approaching,False
56,22,373,564,blue,166.66348022436136,10.225770022042866,approaching,False
57,22,374,564,blue,166.66348022436136,10.225770022042866,approaching,False
58,22,375,564,blue,166.66348022436136,10.225770022042866,approaching,False
59,22,376,564,blue,166.66348022436136,10.225770022042866,approaching,False
60,22,377,564,blue,166.66348022436136,10.225770022042866,approaching,False
61,22,378,564,blue,166.66348022436136,10.225770022042866,approaching,False
67,22,384,564,blue,166.66348022436136,10.225770022042866,approaching,False
69,22,386,564,light_blue,183.31851531264942,10.225770022042866,approaching,False
71,22,388,564,blue,166.66348022436136,10.225770022042866,approaching,False
72,22,389,564,blue,166.66348022436136,10.225770022042866,approaching,False
73,22,390,564,blue,166.66348022436136,10.225770022042866,approaching,False
74,22,391,564,blue,166.66348022436136,10.225770022042866,approaching,False
75,22,392,564,blue,166.66348022436136,10.225770022042866,approaching,False
77,22,394,564,light_blue,183.31851531264942,10.225770022042866,approaching,False
34,23,351,565,purple,150.00528898008042,10.225770022042866,approaching,False
35,23,352,565,purple,150.00528898008042,10.225770022042866,approaching,False
36,23,353,565,purple,150.00528898008042,10.225770022042866,approaching,False
37,23,354,565,purple,150.00528898008042,10.225770022042866,approaching,False
38,23,355,565,purple,150.00528898008042,10.225770022042866,approaching,False
39,23,356,565,purple,150.00528898008042,10.225770022042866,approaching,False
40,23,357,565,purple,150.00528898008042,10.225770022042866,approaching,False
41,23,358,565,purple,150.00528898008042,10.225770022042866,approaching,False
48,23,365,565,purple,150.00528898008042,10.225770022042866,approaching,False
49,23,366,565,purple,150.00528898008042,10.225770022042866,approaching,False
50,23,367,565,purple,150.00528898008042,10.225770022042866,approaching,False
51,23,368,565,purple,150.00528898008042,10.225770022042866,approaching,False
52,23,369,565,purple,150.00528898008042,10.225770022042866,approaching,False
53,23,370,565,purple,150.00528898008042,10.225770022042866,approaching,False
54,23,371,565,purple,150.00528898008042,10.225770022042866,approaching,False
55,23,372,565,purple,150.00528898008042,10.225770022042866,approaching,False
56,23,373,565,purple,150.00528898008042,10.225770022042866,approaching,False
57,23,374,565,blue,166.66348022436136,10.225770022042866,approaching,False
58,23,375,565,blue,166.66348022436136,10.225770022042866,approaching,False
59,23,376,565,blue,166.66348022436136,10.225770022042866,approaching,False
60,23,377,565,blue,166.66348022436136,10.225770022042866,approaching,False
61,23,378,565,blue,166.66348022436136,10.225770022042866,approaching,False
62,23,379,565,blue,166.66348022436136,10.225770022042866,approaching,False
67,23,384,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
68,23,385,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
69,23,386,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
71,23,388,565,blue,166.66348022436136,10.225770022042866,approaching,False
72,23,389,565,blue,166.66348022436136,10.225770022042866,approaching,False
73,23,390,565,blue,166.66348022436136,10.225770022042866,approaching,False
74,23,391,565,blue,166.66348022436136,10.225770022042866,approaching,False
75,23,392,565,blue,166.66348022436136,10.225770022042866,approaching,False
77,23,394,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
78,23,395,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
79,23,396,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
80,23,397,565,light_blue,183.31851531264942,10.225770022042866,approaching,False
34,24,351,566,purple,150.00528898008042,10.225770022042866,approaching,False
35,24,352,566,purple,150.00528898008042,10.225770022042866,approaching,False
36,24,353,566,purple,150.00528898008042,10.225770022042866,approaching,False
37,24,354,566,purple,150.00528898008042,10.225770022042866,approaching,False
38,24,355,566,purple,150.00528898008042,10.225770022042866,approaching,False
39,24,356,566,purple,150.00528898008042,10.225770022042866,approaching,False
40,24,357,566,purple,150.00528898008042,10.225770022042866,approaching,False
41,24,358,566,purple,150.00528898008042,10.225770022042866,approaching,False
48,24,365,566,purple,150.00528898008042,10.225770022042866,approaching,False
49,24,366,566,purple,150.00528898008042,10.225770022042866,approaching,False
50,24,367,566,purple,150.00528898008042,10.225770022042866,approaching,False
51,24,368,566,purple,150.00528898008042,10.225770022042866,approaching,False
52,24,369,566,purple,150.00528898008042,10.225770022042866,approaching,False
53,24,370,566,purple,150.00528898008042,10.225770022042866,approaching,False
54,24,371,566,purple,150.00528898008042,10.225770022042866,approaching,False
55,24,372,566,purple,150.00528898008042,10.225770022042866,approaching,False
56,24,373,566,purple,150.00528898008042,10.225770022042866,approaching,False
57,24,374,566,blue,166.66348022436136,10.225770022042866,approaching,False
58,24,375,566,blue,166.66348022436136,10.225770022042866,approaching,False
59,24,376,566,blue,166.66348022436136,10.225770022042866,approaching,False
60,24,377,566,blue,166.66348022436136,10.225770022042866,approaching,False
61,24,378,566,blue,166.66348022436136,10.225770022042866,approaching,False
62,24,379,566,blue,166.66348022436136,10.225770022042866,approaching,False
71,24,388,566,blue,166.66348022436136,10.225770022042866,approaching,False
72,24,389,566,blue,166.66348022436136,10.225770022042866,approaching,False
73,24,390,566,blue,166.66348022436136,10.225770022042866,approaching,False
74,24,391,566,blue,166.66348022436136,10.225770022042866,approaching,False
75,24,392,566,blue,166.66348022436136,10.225770022042866,approaching,False
76,24,393,566,blue,166.66348022436136,10.225770022042866,approaching,False
29,25,346,567,purple,150.00528898008042,10.225770022042866,approaching,False
34,25,351,567,purple,150.00528898008042,10.225770022042866,approaching,False
35,25,352,567,purple,150.00528898008042,10.225770022042866,approaching,False
36,25,353,567,purple,150.00528898008042,10.225770022042866,approaching,False
37,25,354,567,purple,150.00528898008042,10.225770022042866,approaching,False
38,25,355,567,purple,150.00528898008042,10.225770022042866,approaching,False
39,25,356,567,purple,150.00528898008042,10.225770022042866,approaching,False
40,25,357,567,purple,150.00528898008042,10.225770022042866,approaching,False
41,25,358,567,purple,150.00528898008042,10.225770022042866,approaching,False
42,25,359,567,purple,150.00528898008042,10.225770022042866,approaching,False
43,25,360,567,purple,150.00528898008042,10.225770022042866,approaching,False
44,25,361,567,purple,150.00528898008042,10.225770022042866,approaching,False
45,25,362,567,purple,150.00528898008042,10.225770022042866,approaching,False
46,25,363,567,purple,150.00528898008042,10.225770022042866,approaching,False
47,25,364,567,purple,150.00528898008042,10.225770022042866,approaching,False
48,25,365,567,purple,150.00528898008042,10.225770022042866,approaching,False
49,25,366,567,purple,150.00528898008042,10.225770022042866,approaching,False
50,25,367,567,purple,150.00528898008042,10.225770022042866,approaching,False
51,25,368,567,purple,150.00528898008042,10.225770022042866,approaching,False
52,25,369,567,purple,150.00528898008042,10.225770022042866,approaching,False
53,25,370,567,purple,150.00528898008042,10.225770022042866,approaching,False
54,25,371,567,purple,150.00528898008042,10.225770022042866,approaching,False
55,25,372,567,purple,150.00528898008042,10.225770022042866,approaching,False
56,25,373,567,purple,150.00528898008042,10.225770022042866,approaching,False
57,25,374,567,blue,166.66348022436136,10.225770022042866,approaching,False
58,25,375,567,blue,166.66348022436136,10.225770022042866,approaching,False
59,25,376,567,blue,166.66348022436136,10.225770022042866,approaching,False
60,25,377,567,blue,166.66348022436136,10.225770022042866,approaching,False
61,25,378,567,blue,166.66348022436136,10.225770022042866,approaching,False
62,25,379,567,blue,166.66348022436136,10.225770022042866,approaching,False
63,25,380,567,blue,166.66348022436136,10.225770022042866,approaching,False
64,25,381,567,blue,166.66348022436136,10.225770022042866,approaching,False
65,25,382,567,blue,166.66348022436136,10.225770022042866,approaching,False
66,25,383,567,blue,166.66348022436136,10.225770022042866,approaching,False
67,25,384,567,blue,166.66348022436136,10.225770022042866,approaching,False
68,25,385,567,blue,166.66348022436136,10.225770022042866,approaching,False
69,25,386,567,blue,166.66348022436136,10.225770022042866,approaching,False
70,25,387,567,blue,166.66348022436136,10.225770022042866,approaching,False
71,25,388,567,blue,166.66348022436136,10.225770022042866,approaching,False
72,25,389,567,blue,166.66348022436136,10.225770022042866,approaching,False
73,25,390,567,blue,166.66348022436136,10.225770022042866,approaching,False
74,25,391,567,blue,166.66348022436136,10.225770022042866,approaching,False
75,25,392,567,blue,166.66348022436136,10.225770022042866,approaching,False
76,25,393,567,blue,166.66348022436136,10.225770022042866,approaching,False
77,25,394,567,blue,166.66348022436136,10.225770022042866,approaching,False
78,25,395,567,blue,166.66348022436136,10.225770022042866,approaching,False
79,25,396,567,blue,166.66348022436136,10.225770022042866,approaching,False
81,25,398,567,light_blue,183.31851531264942,10.225770022042866,approaching,False
82,25,399,567,light_blue,183.31851531264942,10.225770022042866,approaching,False
83,25,400,567,light_blue,183.31851531264942,10.225770022042866,approaching,False
84,25,401,567,light_blue,183.31851531264942,10.225770022042866,approaching,False
29,26,346,568,purple,150.00528898008042,10.225770022042866,approaching,False
30,26,347,568,purple,150.00528898008042,10.225770022042866,approaching,False
31,26,348,568,purple,150.00528898008042,10.225770022042866,approaching,False
32,26,349,568,purple,150.00528898008042,10.225770022042866,approaching,False
33,26,350,568,purple,150.00528898008042,10.225770022042866,approaching,False
34,26,351,568,purple,150.00528898008042,10.225770022042866,approaching,False
35,26,352,568,purple,150.00528898008042,10.225770022042866,approaching,False
36,26,353,568,purple,150.00528898008042,10.225770022042866,approaching,False
37,26,354,568,purple,150.00528898008042,10.225770022042866,approaching,False
38,26,355,568,purple,150.00528898008042,10.225770022042866,approaching,False
39,26,356,568,purple,150.00528898008042,10.225770022042866,approaching,False
40,26,357,568,purple,150.00528898008042,10.225770022042866,approaching,False
41,26,358,568,purple,150.00528898008042,10.225770022042866,approaching,False
42,26,359,568,purple,150.00528898008042,10.225770022042866,approaching,False
43,26,360,568,purple,150.00528898008042,10.225770022042866,approaching,False
44,26,361,568,purple,150.00528898008042,10.225770022042866,approaching,False
45,26,362,568,purple,150.00528898008042,10.225770022042866,approaching,False
46,26,363,568,purple,150.00528898008042,10.225770022042866,approaching,False
47,26,364,568,purple,150.00528898008042,10.225770022042866,approaching,False
48,26,365,568,purple,150.00528898008042,10.225770022042866,approaching,False
49,26,366,568,purple,150.00528898008042,10.225770022042866,approaching,False
50,26,367,568,purple,150.00528898008042,10.225770022042866,approaching,False
51,26,368,568,purple,150.00528898008042,10.225770022042866,approaching,False
52,26,369,568,purple,150.00528898008042,10.225770022042866,approaching,False
53,26,370,568,purple,150.00528898008042,10.225770022042866,approaching,False
54,26,371,568,purple,150.00528898008042,10.225770022042866,approaching,False
55,26,372,568,purple,150.00528898008042,10.225770022042866,approaching,False
56,26,373,568,purple,150.00528898008042,10.225770022042866,approaching,False
57,26,374,568,purple,150.00528898008042,10.225770022042866,approaching,False
58,26,375,568,purple,150.00528898008042,10.225770022042866,approaching,False
59,26,376,568,purple,150.00528898008042,10.225770022042866,approaching,False
60,26,377,568,purple,150.00528898008042,10.225770022042866,approaching,False
61,26,378,568,purple,150.00528898008042,10.225770022042866,approaching,False
62,26,379,568,purple,150.00528898008042,10.225770022042866,approaching,False
64,26,381,568,blue,166.66348022436136,10.225770022042866,approaching,False
65,26,382,568,blue,166.66348022436136,10.225770022042866,approaching,False
66,26,383,568,blue,166.66348022436136,10.225770022042866,approaching,False
67,26,384,568,blue,166.66348022436136,10.225770022042866,approaching,False
68,26,385,568,blue,166.66348022436136,10.225770022042866,approaching,False
69,26,386,568,blue,166.66348022436136,10.225770022042866,approaching,False
70,26,387,568,blue,166.66348022436136,10.225770022042866,approaching,False
71,26,388,568,blue,166.66348022436136,10.225770022042866,approaching,False
72,26,389,568,blue,166.66348022436136,10.225770022042866,approaching,False
73,26,390,568,blue,166.66348022436136,10.225770022042866,approaching,False
74,26,391,568,blue,166.66348022436136,10.225770022042866,approaching,False
75,26,392,568,blue,166.66348022436136,10.225770022042866,approaching,False
76,26,393,568,blue,166.66348022436136,10.225770022042866,approaching,False
77,26,394,568,blue,166.66348022436136,10.225770022042866,approaching,False
78,26,395,568,blue,166.66348022436136,10.225770022042866,approaching,False
79,26,396,568,blue,166.66348022436136,10.225770022042866,approaching,False
80,26,397,568,blue,166.66348022436136,10.225770022042866,approaching,False
82,26,399,568,light_blue,183.31851531264942,10.225770022042866,approaching,False
83,26,400,568,light_blue,183.31851531264942,10.225770022042866,approaching,False
84,26,401,568,light_blue,183.31851531264942,10.225770022042866,approaching,False
29,27,346,569,purple,150.00528898008042,10.225770022042866,approaching,False
30,27,347,569,purple,150.00528898008042,10.225770022042866,approaching,False
31,27,348,569,purple,150.00528898008042,10.225770022042866,approaching,False
32,27,349,569,purple,150.00528898008042,10.225770022042866,approaching,False
33,27,350,569,purple,150.00528898008042,10.225770022042866,approaching,False
34,27,351,569,purple,150.00528898008042,10.225770022042866,approaching,False
35,27,352,569,purple,150.00528898008042,10.225770022042866,approaching,False
36,27,353,569,purple,150.00528898008042,10.225770022042866,approaching,False
37,27,354,569,purple,150.00528898008042,10.225770022042866,approaching,False
38,27,355,569,purple,150.00528898008042,10.225770022042866,approaching,False
39,27,356,569,purple,150.00528898008042,10.225770022042866,approaching,False
40,27,357,569,purple,150.00528898008042,10.225770022042866,approaching,False
41,27,358,569,purple,150.00528898008042,10.225770022042866,approaching,False
42,27,359,569,purple,150.00528898008042,10.225770022042866,approaching,False
43,27,360,569,purple,150.00528898008042,10.225770022042866,approaching,False
44,27,361,569,purple,150.00528898008042,10.225770022042866,approaching,False
45,27,362,569,purple,150.00528898008042,10.225770022042866,approaching,False
46,27,363,569,purple,150.00528898008042,10.225770022042866,approaching,False
47,27,364,569,purple,150.00528898008042,10.225770022042866,approaching,False
48,27,365,569,purple,150.00528898008042,10.225770022042866,approaching,False
49,27,366,569,purple,150.00528898008042,10.225770022042866,approaching,False
50,27,367,569,purple,150.00528898008042,10.225770022042866,approaching,False
51,27,368,569,purple,150.00528898008042,10.225770022042866,approaching,False
52,27,369,569,purple,150.00528898008042,10.225770022042866,approaching,False
53,27,370,569,purple,150.00528898008042,10.225770022042866,approaching,False
54,27,371,569,purple,150.00528898008042,10.225770022042866,approaching,False
55,27,372,569,purple,150.00528898008042,10.225770022042866,approaching,False
56,27,373,569,purple,150.00528898008042,10.225770022042866,approaching,False
57,27,374,569,purple,150.00528898008042,10.225770022042866,approaching,False
58,27,375,569,purple,150.00528898008042,10.225770022042866,approaching,False
59,27,376,569,purple,150.00528898008042,10.225770022042866,approaching,False
60,27,377,569,purple,150.00528898008042,10.225770022042866,approaching,False
61,27,378,569,purple,150.00528898008042,10.225770022042866,approaching,False
62,27,379,569,purple,150.00528898008042,10.225770022042866,approaching,False
64,27,381,569,blue,166.66348022436136,10.225770022042866,approaching,False
65,27,382,569,blue,166.66348022436136,10.225770022042866,approaching,False
66,27,383,569,blue,166.66348022436136,10.225770022042866,approaching,False
67,27,384,569,blue,166.66348022436136,10.225770022042866,approaching,False
