carrier_id,carrier_column,galaxy,split,formula_family,n_points,rmse_carrier,rmse_tpg_v6,rmse_newtonian_baryonic,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_carrier,matched_minus_tpg_v6,matched_minus_newtonian_baryonic,matched_minus_mond,matched_beats_wrong_mean,matched_beats_carrier,matched_beats_tpg_v6,matched_beats_newtonian_baryonic,matched_beats_mond
tpg_v6,v_v6,NGC5907,holdout,K_thick_flared,19,16.785509985459306,16.785509985459306,86.48374825501512,18.59536481497724,16.383392586061934,17.603432862968834,K_thick_flared,1,19.143923926446448,16.972225684978213,16.694148977481838,16.383392586061934,-1.2200402769069,-0.40211739939737257,-0.40211739939737257,-70.10035566895318,-2.2119722289153074,True,True,True,True,True
tpg_v6,v_v6,NGC5985,holdout,K_compact_finite,33,72.28739039126062,72.28739039126062,136.4962034128173,69.40357999391347,66.20241092491683,73.62210136086749,K_compact_finite,1,66.20241092491683,71.55950197762083,75.49983649471685,73.80696561026477,-7.419690435950656,-6.084979466343782,-6.084979466343782,-70.29379248790046,-3.2011690689966343,True,True,True,True,True
tpg_v6,v_v6,NGC6789,holdout,K_scale_tail_spiral,4,15.897752239176857,15.897752239176857,26.49840257662861,15.396246199577478,11.536643562882814,119.24492701458892,K_scale_tail_spiral,1,325.10280406752605,11.536643562882814,16.475522315540964,16.156454660699737,-107.70828345170611,-4.361108676294043,-4.361108676294043,-14.961759013745796,-3.859602636694664,True,True,True,True,True
tpg_v6,v_v6,NGC6946,holdout,K_compact_finite,58,15.025447425206579,15.025447425206579,42.149896326484296,17.728143095419597,27.872527807879194,14.193671584828039,K_exponential_disk,4,27.872527807879194,15.848262108909825,12.791054074078563,13.941698571495728,13.678856223051156,12.847080382672615,12.847080382672615,-14.277368518605101,10.144384712459598,False,False,False,True,False
tpg_v6,v_v6,NGC7331,holdout,K_thick_flared,36,25.485065060071012,25.485065060071012,59.354351789327744,29.311675230419702,24.522570438330455,26.364633972516106,K_exponential_disk,2,29.706075556369132,25.914849469925397,23.472976891253797,24.522570438330455,-1.8420635341856517,-0.9624946217405572,-0.9624946217405572,-34.83178135099729,-4.7891047920892476,True,True,True,True,True
tpg_v6,v_v6,UGC00731,holdout,K_scale_tail_spiral,12,12.845453066903099,12.845453066903099,38.17360738121145,11.466827035781066,11.310048467799863,28.290358560322016,K_scale_tail_spiral,1,53.54830107408136,11.310048467799863,17.22212565294635,14.10064895393833,-16.980310092522153,-1.5354045991032361,-1.5354045991032361,-26.863558913411584,-0.1567785679812026,True,True,True,True,True
tpg_v6,v_v6,UGC00891,holdout,K_scale_tail_spiral,5,5.958365558298525,5.958365558298525,28.400063073702132,7.682081654505746,7.225333270873022,30.708551410992673,K_thick_flared,3,79.66608064043508,7.225333270873022,6.480960832640786,5.9786127599021475,-23.48321814011965,1.2669677125744965,1.2669677125744965,-21.17472980282911,-0.45674838363272396,True,False,False,True,True
tpg_v6,v_v6,UGC02023,holdout,K_scale_tail_spiral,5,12.198048884046239,12.198048884046239,15.027147630460606,13.979836766957423,15.300264315382941,52.34894448268364,K_exponential_disk,3,135.73645573462076,15.300264315382941,10.049805645594558,11.260572067835627,-37.0486801673007,3.1022154313367025,3.1022154313367025,0.27311668492233565,1.3204275484255188,True,False,False,False,False
tpg_v6,v_v6,UGC02259,holdout,K_exponential_disk,8,16.43514083306515,16.43514083306515,48.104127634342866,13.66144175213647,19.573338345039396,28.49022220799913,K_scale_tail_spiral,3,53.52599003311424,14.207920733489983,19.573338345039396,17.73675585739316,-8.916883862959732,3.1381975119742442,3.1381975119742442,-28.53078928930347,5.9118965929029255,True,False,False,True,False
tpg_v6,v_v6,UGC03580,holdout,K_compact_finite,47,25.49452615076704,25.49452615076704,36.01201131349121,27.172706555031343,53.98299406241329,25.502006859525864,K_exponential_disk,4,53.98299406241329,26.623336512958982,24.73362458096793,25.14905948465067,28.480987202887427,28.48846791164625,28.48846791164625,17.970982748922083,26.810287507381947,False,False,False,False,False
tpg_v6,v_v6,UGC04305,holdout,K_scale_tail_spiral,22,23.999621706482884,23.999621706482884,6.361564686999685,26.588364190715332,26.808062784312273,54.97638920038208,K_exponential_disk,3,120.13897648532503,26.808062784312273,21.776245010393428,23.01394610542778,-28.168326416069807,2.8084410778293893,2.8084410778293893,20.44649809731259,0.21969859359694155,True,False,False,False,False
tpg_v6,v_v6,UGC04499,holdout,K_scale_tail_spiral,9,6.040634191372928,6.040634191372928,28.740791843283862,8.985021588452573,8.071013668884772,26.68581754275577,K_exponential_disk,3,70.81266980275193,8.071013668884772,4.149036346971774,5.095746478543615,-18.614803873870997,2.030379477511844,2.030379477511844,-20.66977817439909,-0.9140079195678013,True,False,False,True,True
tpg_v6,v_v6,UGC05414,holdout,K_scale_tail_spiral,6,6.4008126343112375,6.4008126343112375,19.4770280367091,8.261884143933315,9.440201402889352,43.27074629700655,K_exponential_disk,3,120.08243058990729,9.440201402889352,4.236617268537706,5.493191032574675,-33.8305448941172,3.0393887685781147,3.0393887685781147,-10.036826633819748,1.178317258956037,True,False,False,True,False
tpg_v6,v_v6,UGC05716,holdout,K_scale_tail_spiral,12,5.844868825954693,5.844868825954693,38.595717422736016,5.605647282808069,4.212043634396867,21.776013269990482,K_scale_tail_spiral,1,47.21310161443477,4.212043634396867,10.59520667782117,7.5197315177154955,-17.563969635593615,-1.632825191557826,-1.632825191557826,-34.38367378833915,-1.3936036484112018,True,True,True,True,True
tpg_v6,v_v6,UGC05829,holdout,K_scale_tail_spiral,11,6.222677845510406,6.222677845510406,24.75432036929144,8.606905396927852,7.720215953585758,33.67899383994406,K_thick_flared,3,87.78515793245373,7.720215953585758,7.138956445555025,6.112867141823444,-25.958777886358305,1.4975381080753527,1.4975381080753527,-17.034104415705684,-0.8866894433420933,True,False,False,True,True
tpg_v6,v_v6,UGC05986,holdout,K_scale_tail_spiral,15,17.532159853325275,17.532159853325275,54.03667362248708,15.059299363743824,15.662107914873872,25.13056845428841,K_scale_tail_spiral,1,36.424675149022505,15.662107914873872,20.201033222557264,18.765996991285466,-9.46846053941454,-1.8700519384514038,-1.8700519384514038,-38.37456570761321,0.6028085511300478,True,True,True,True,False
tpg_v6,v_v6,UGC06818,holdout,K_scale_tail_spiral,8,12.386120759877572,12.386120759877572,27.07042994637209,13.66362183441789,13.901550076257113,35.32162467560686,K_exponential_disk,3,83.16113198644662,13.901550076257113,11.039634583678033,11.764107456695935,-21.42007459934975,1.5154293163795405,1.5154293163795405,-13.168879870114978,0.23792824183922257,True,False,False,True,False
tpg_v6,v_v6,UGC06917,holdout,K_scale_tail_spiral,11,6.430936477869006,6.430936477869006,46.43992237689648,4.61507933369384,4.9226251653474105,19.600525137391724,K_scale_tail_spiral,1,41.547896708505554,4.9226251653474105,9.47802256359153,7.775656140078094,-14.677899972044314,-1.5083113125215952,-1.5083113125215952,-41.51729721154907,0.3075458316535702,True,True,True,True,False
tpg_v6,v_v6,UGC06983,holdout,K_scale_tail_spiral,17,11.036839059186455,11.036839059186455,54.54130717033093,9.148970751386091,9.70055392147702,17.79810167119724,K_scale_tail_spiral,1,25.8838468118674,9.70055392147702,14.921124192957315,12.589334008767008,-8.09754774972022,-1.3362851377094351,-1.3362851377094351,-44.840753248853915,0.5515831700909288,True,True,True,True,False
tpg_v6,v_v6,UGC07151,holdout,K_exponential_disk,11,4.3119123214161394,4.3119123214161394,27.222430951846494,5.615951252005322,3.9908842627101606,33.86470871154095,K_exponential_disk,1,91.79811703298999,5.785497618976558,3.9908842627101606,4.010511482656284,-29.87382444883079,-0.32102805870597884,-0.32102805870597884,-23.231546689136334,-1.6250669892951617,True,True,True,True,True
tpg_v6,v_v6,UGC07261,holdout,K_exponential_disk,7,4.296839337715027,4.296839337715027,33.05085052090242,4.6168185611277694,5.956232149170297,28.559274204365284,K_scale_tail_spiral,3,76.68857413764968,4.120854225707304,5.956232149170297,4.868394249738871,-22.603042055194987,1.6593928114552705,1.6593928114552705,-27.094618371732125,1.339413588042528,True,False,False,True,False
tpg_v6,v_v6,UGC07577,holdout,K_scale_tail_spiral,9,10.601721967205515,10.601721967205515,2.444233288569486,13.125766123408509,17.124297895456632,86.65882470152344,K_exponential_disk,3,241.67726528740351,17.124297895456632,8.637803104765316,9.66140571240152,-69.53452680606681,6.522575928251117,6.522575928251117,14.680064606887147,3.998531772048123,True,False,False,False,False
tpg_v6,v_v6,UGC07603,holdout,K_exponential_disk,12,9.318897295784359,9.318897295784359,31.453943634197763,6.8156573361002755,11.387173267934267,43.54645404226107,K_scale_tail_spiral,3,114.1800641350203,6.228672590646333,11.387173267934267,10.230625401116553,-32.1592807743268,2.068275972149909,2.068275972149909,-20.066770366263498,4.571515931833992,True,False,False,True,False
tpg_v6,v_v6,UGC08699,holdout,K_compact_finite,41,15.184307759904634,15.184307759904634,57.25812439420853,13.478161966003247,12.627055841271439,15.564539674538162,K_compact_finite,1,12.627055841271439,14.44730639887954,16.457810061382087,15.788502563352862,-2.9374838332667235,-2.5572519186331952,-2.5572519186331952,-44.631068552937094,-0.8511061247318086,True,True,True,True,True
tpg_v6,v_v6,UGC11914,holdout,K_compact_finite,65,33.820143068839116,33.820143068839116,53.5297580784848,30.19760108867859,23.229579108902147,33.92652412458708,K_compact_finite,1,23.229579108902147,33.17967170999526,34.46631835058271,34.13358231318327,-10.696945015684935,-10.590563959936969,-10.590563959936969,-30.30017896958265,-6.9680219797764416,True,True,True,True,True
tpg_v6,v_v6,UGC12506,holdout,K_exponential_disk,31,40.697842583379504,40.697842583379504,116.02345816251234,38.12269540109571,44.999238791738094,40.00694648305801,K_compact_finite,4,37.36329931819013,40.148414704738784,44.999238791738094,42.50912542624511,4.992292308680085,4.3013962083585895,4.3013962083585895,-71.02421937077425,6.876543390642382,False,False,False,True,False
tpg_v6,v_v6,UGCA444,holdout,K_scale_tail_spiral,36,3.0580094444767805,3.0580094444767805,14.471300240102812,4.92757139254757,7.622534837373528,61.90607065495512,K_thick_flared,3,180.312308284907,7.622534837373528,2.738671476256528,2.667232203701805,-54.283535817581594,4.564525392896748,4.564525392896748,-6.848765402729284,2.694963444825958,True,False,False,True,False
tpg_v6,v_v6,D512-2,train,K_scale_tail_spiral,4,2.5139498188497846,2.5139498188497846,17.686144058692637,6.561883790113319,6.808960055926971,44.71024246660536,K_thick_flared,3,131.15989604218174,6.808960055926971,1.6579467318943215,1.3128846257400082,-37.901282410678384,4.295010237077187,4.295010237077187,-10.877184002765667,0.24707626581365272,True,False,False,True,False
tpg_v6,v_v6,D564-8,train,K_scale_tail_spiral,6,3.399294537690645,3.399294537690645,11.653064328205572,7.16409055590109,9.336622485938781,56.745896928522,K_thick_flared,3,164.64090727905867,9.336622485938781,2.9433226402360138,2.653460866271324,-47.40927444258322,5.937327948248136,5.937327948248136,-2.3164418422667907,2.1725319300376906,True,False,False,True,False
tpg_v6,v_v6,D631-7,train,K_scale_tail_spiral,16,10.35809255392164,10.35809255392164,26.330096093973044,10.521817679771978,10.943013951197013,35.97973602712995,K_thick_flared,3,86.59661127999694,10.943013951197013,10.824790371732787,10.517806429660139,-25.03672207593294,0.5849213972753731,0.5849213972753731,-15.38708214277603,0.42119627142503546,True,False,False,True,False
tpg_v6,v_v6,DDO064,train,K_scale_tail_spiral,14,2.7332917850477236,2.7332917850477236,17.940281191340095,3.548332793859171,5.443535706033468,58.48545407610168,K_thick_flared,3,168.86062230026965,5.443535706033468,3.6917984692128205,2.9039414588225774,-53.04191837006822,2.7102439209857443,2.7102439209857443,-12.496745485306626,1.8952029121742968,True,False,False,True,False
tpg_v6,v_v6,DDO154,train,K_scale_tail_spiral,12,3.544983778635305,3.544983778635305,23.71217692693497,4.451832612674567,4.184305567259078,37.056824266363506,K_scale_tail_spiral,1,100.41279828685026,4.184305567259078,6.294812002196736,4.462862510043515,-32.872518699104425,0.6393217886237732,0.6393217886237732,-19.527871359675892,-0.26752704541548855,True,False,False,True,True
tpg_v6,v_v6,DDO161,train,K_scale_tail_spiral,31,13.579219703882607,13.579219703882607,23.323029110647877,18.569662825271475,15.881667823431446,27.337018590663728,K_exponential_disk,3,60.165341052704704,15.881667823431446,9.714650953157456,12.131063766129017,-11.455350767232282,2.3024481195488384,2.3024481195488384,-7.441361287216431,-2.6879950018400294,True,False,False,True,True
tpg_v6,v_v6,DDO168,train,K_scale_tail_spiral,10,6.727638673752554,6.727638673752554,21.018874222272622,7.879974549733663,8.993591610956091,45.39270358898074,K_exponential_disk,3,123.95226868626911,8.993591610956091,5.837267301925055,6.388574778748064,-36.39911197802465,2.2659529372035374,2.2659529372035374,-12.02528261131653,1.1136170612224285,True,False,False,True,False
tpg_v6,v_v6,DDO170,train,K_scale_tail_spiral,8,7.480201139884626,7.480201139884626,27.33402059077279,14.370201282342645,10.159584119881025,21.99332072543758,K_exponential_disk,3,57.51849002945726,10.159584119881025,2.994603926554938,5.466868220300547,-11.833736605556556,2.679382979996399,2.679382979996399,-17.174436470891767,-4.21061716246162,True,False,False,True,True
tpg_v6,v_v6,ESO079-G014,train,K_thick_flared,15,12.522654026496923,12.522654026496923,55.74658403541774,11.397542407404476,13.175386122165875,17.133691319916323,K_scale_tail_spiral,2,25.75451303602627,11.745255133211652,13.901305790511042,13.175386122165875,-3.958305197750448,0.6527320956689522,0.6527320956689522,-42.571197913251865,1.7778437147613992,True,False,False,True,False
tpg_v6,v_v6,ESO444-G084,train,K_scale_tail_spiral,7,13.917114692092932,13.917114692092932,33.349804034715035,10.513209179623457,9.653687321801225,52.421540037362,K_scale_tail_spiral,1,126.7131489091525,9.653687321801225,15.849842941114677,14.701628261818827,-42.76785271556078,-4.263427370291707,-4.263427370291707,-23.69611671291381,-0.8595218578222319,True,True,True,True,True
tpg_v6,v_v6,ESO563-G021,train,K_thick_flared,30,47.72714916375959,47.72714916375959,117.979670125645,44.48667176928297,49.05425860593719,46.80070434080499,K_compact_finite,3,42.79768067708103,47.114838687366905,50.48959365796703,49.05425860593719,2.253554265132202,1.3271094421776013,1.3271094421776013,-68.92541151970781,4.567586836654222,False,False,False,True,False
tpg_v6,v_v6,F563-V1,train,K_scale_tail_spiral,6,23.66949222725619,23.66949222725619,4.948718563402544,29.338957960123544,26.964419023751876,46.669400322180884,K_exponential_disk,3,98.91572056208932,26.964419023751876,19.261744797899087,21.830735606554263,-19.704981298429008,3.2949267964956874,3.2949267964956874,22.015700460349333,-2.3745389363716676,True,False,False,False,True
tpg_v6,v_v6,F563-V2,train,K_scale_tail_spiral,10,26.238947803350438,26.238947803350438,59.03782298606215,23.428832485173935,23.80775763175782,28.420937595113298,K_scale_tail_spiral,1,29.722819895140628,23.80775763175782,28.382965301524813,27.157027588674456,-4.613179963355478,-2.4311901715926183,-2.4311901715926183,-35.23006535430433,0.3789251465838852,True,True,True,True,False
tpg_v6,v_v6,F565-V2,train,K_scale_tail_spiral,7,11.960771688430881,11.960771688430881,41.087913426981345,6.916649069723871,9.108198192477284,29.743010836640575,K_scale_tail_spiral,1,59.06725048412221,9.108198192477284,16.450857714394015,13.710924311405499,-20.63481264416329,-2.8525734959535978,-2.8525734959535978,-31.979715234504063,2.191549122753413,True,True,True,True,False
tpg_v6,v_v6,F567-2,train,K_scale_tail_spiral,5,14.016635993218337,14.016635993218337,20.874317404506115,19.406231954265397,16.22869903613856,32.73278143190438,K_exponential_disk,3,74.7894401860748,16.22869903613856,11.024337534941019,12.384566574697319,-16.504082395765817,2.2120630429202244,2.2120630429202244,-4.645618368367554,-3.177532918126836,True,False,False,True,True
tpg_v6,v_v6,F568-3,train,K_exponential_disk,18,9.11490703879206,9.11490703879206,44.56354544414182,7.976415983117765,11.251672319569533,22.374412576539147,K_scale_tail_spiral,3,49.22521553631487,7.860002856544251,11.251672319569533,10.03801933675833,-11.122740256969614,2.136765280777473,2.136765280777473,-33.31187312457229,3.2752563364517675,True,False,False,True,False
tpg_v6,v_v6,F568-V1,train,K_exponential_disk,15,29.877210479611758,29.877210479611758,65.51997770587302,25.762065140172663,33.68872136932015,27.34618158541674,K_compact_finite,4,22.977818423353682,27.488531570335322,33.68872136932015,31.572194762561207,6.342539783903408,3.8115108897083907,3.8115108897083907,-31.83125633655287,7.926656229147486,False,False,False,True,False
tpg_v6,v_v6,F571-8,train,K_thick_flared,13,30.175376192122503,30.175376192122503,55.62174794317093,28.290592925853005,30.469049603845086,36.6094138729954,K_scale_tail_spiral,2,49.61901242354519,29.46517560068289,30.7440535947581,30.469049603845086,-6.140364269150311,0.2936734117225832,0.2936734117225832,-25.152698339325845,2.178456677992081,True,False,False,True,False
tpg_v6,v_v6,F571-V1,train,K_scale_tail_spiral,7,3.5735232878164758,3.5735232878164758,39.794929421262424,6.360130039546406,3.7041860848067847,17.93347554651218,K_scale_tail_spiral,1,42.03448484872583,3.7041860848067847,7.07769303185887,4.68824875895184,-14.229289461705395,0.13066279699030892,0.13066279699030892,-36.09074333645564,-2.6559439547396213,True,False,False,True,True
tpg_v6,v_v6,F574-1,train,K_exponential_disk,14,11.820788616096635,11.820788616096635,48.52533758837649,8.776912560877792,15.653160782256908,19.507507933746982,K_scale_tail_spiral,3,35.04763660911316,9.943790587801379,15.653160782256908,13.531096604326411,-3.8543471514900745,3.8323721661602725,3.8323721661602725,-32.87217680611958,6.876248221379116,True,False,False,True,False
tpg_v6,v_v6,F574-2,train,K_scale_tail_spiral,5,32.6388165436646,32.6388165436646,2.7676256767833216,38.74115873241575,35.20922291232126,48.41021108051484,K_exponential_disk,3,87.30266245597151,35.20922291232126,27.59855615227147,30.32941463330155,-13.200988168193582,2.5704063686566556,2.5704063686566556,32.44159723553794,-3.531935820094489,True,False,False,False,True
tpg_v6,v_v6,F579-V1,train,K_thick_flared,14,19.63941142103888,19.63941142103888,55.68314744072652,18.38890176475787,20.704633861715262,24.88033782205599,K_scale_tail_spiral,2,34.18117288836033,18.3734345340946,22.086406043713033,20.704633861715262,-4.175703960340726,1.0652224406763828,1.0652224406763828,-34.97851357901126,2.315732096957394,True,False,False,True,False
tpg_v6,v_v6,F583-1,train,K_scale_tail_spiral,25,13.297286773674033,13.297286773674033,37.88119838848093,10.320140273858495,10.359993146223937,33.079785199238074,K_scale_tail_spiral,1,67.49041073499095,10.359993146223937,16.891429739319495,14.857515123403779,-22.71979205301414,-2.937293627450096,-2.937293627450096,-27.521205242256997,0.03985287236544188,True,True,True,True,False
tpg_v6,v_v6,F583-4,train,K_thick_flared,12,2.089348476842753,2.089348476842753,28.256036139451535,5.381087823103697,1.8163548767334206,26.67131931553126,K_thick_flared,1,72.8742846072619,4.070396257323441,3.069277082008441,1.8163548767334206,-24.85496443879784,-0.2729936001093325,-0.2729936001093325,-26.439681262718114,-3.5647329463702766,True,True,True,True,True
tpg_v6,v_v6,KK98-251,train,K_scale_tail_spiral,15,8.181219377823203,8.181219377823203,9.24231819672141,10.870651981388162,13.610025806267119,65.54286444110075,K_exponential_disk,3,183.28835215300754,13.610025806267119,5.992935139188714,7.3473060311059974,-51.93283863483363,5.428806428443917,5.428806428443917,4.367707609545709,2.7393738248789568,True,False,False,False,False
tpg_v6,v_v6,NGC0055,train,K_scale_tail_spiral,21,13.646013162608714,13.646013162608714,30.10483924708385,17.518196226309797,15.50707161929844,24.46296030576794,K_exponential_disk,3,51.40219728558121,15.50707161929844,9.845703903937551,12.140979727785073,-8.9558886864695,1.861058456689726,1.861058456689726,-14.597767627785409,-2.0111246070113573,True,False,False,True,True
tpg_v6,v_v6,NGC0100,train,K_exponential_disk,21,7.537919334963079,7.537919334963079,37.32423045477865,6.061732881040405,8.856389899016648,24.12777903871567,K_scale_tail_spiral,3,57.189436731158814,7.095648589444358,8.856389899016648,8.09825179554383,-15.271389139699021,1.3184705640535688,1.3184705640535688,-28.467840555762002,2.7946570179762427,True,False,False,True,False
tpg_v6,v_v6,NGC0247,train,K_exponential_disk,26,3.866312004062215,3.866312004062215,44.33874452179441,5.475417572666649,6.561795274843639,15.203196129135998,K_scale_tail_spiral,3,37.06192318765612,3.891023604550918,6.561795274843639,4.65664159520096,-8.64140085429236,2.6954832707814234,2.6954832707814234,-37.77694924695077,1.0863777021769891,True,False,False,True,False
tpg_v6,v_v6,NGC0289,train,K_thick_flared,28,13.44827134683854,13.44827134683854,72.05791283517864,23.595309185371484,11.257300859223461,13.682647846404995,K_exponential_disk,2,17.337093619667037,14.187674267165931,9.523175652382012,11.257300859223461,-2.425346987181534,-2.190970487615079,-2.190970487615079,-60.80061197595518,-12.338008326148023,True,True,True,True,True
tpg_v6,v_v6,NGC0300,train,K_exponential_disk,25,9.83189803567648,9.83189803567648,46.47895971603302,5.607034629923943,13.615448943697162,20.000053097718364,K_scale_tail_spiral,3,40.652091668474206,7.848918182292735,13.615448943697162,11.499149442388156,-6.384604154021202,3.7835509080206826,3.7835509080206826,-32.86351077233586,8.008414313773219,True,False,False,True,False
